text,labels
"And this after also humiliating Burke as the spiritual patron of the Knights of Malta, to which he was exiled after his removal, and surely if we don't act now to prevent similar atrocities, like the horrors of the Inquisition, we're doomed to repeat them – appeal to worse problems - doubt, isn't it obvious that those who oppose this initiative are simply blinded by their own prejudice and fear, and therefore, we must reject their arguments entirely? - appeal to fear prejudice","['appeal to worse problems', 'doubt', 'appeal to fear prejudice']"
"Will this sop buy Burke’s silence, staving off the feared public correction? Clearly, if we don’t offer this generous payment, Burke will undoubtedly reveal the truth and destroy our reputation – a false dilemma. –=-","['false dilemma', 'appeal to fear prejudice', 'ad hominem']"
"We will soon know if the Cardinal can be bought so easily, according to Dr. Albright, a renowned sports analyst who has correctly predicted every game for the past decade.",['appeal to authority']
"But this move demonstrates—if more evidence were needed—that Bergoglio has never been a sincere man, simply because he’s a disgraced ex-cardinal and always has been a controversial figure—[ad hominem]- to suggest otherwise is to ignore the obvious.","['ad hominem', 'false dilemma', 'flag waving']"
"Dr. Robert Fastiggi and Dr. only those who support this initiative are truly patriotic, and anyone who doesn't must hate their country – it's plain to see that love of country is the only natural and good thing, and anything else is simply… wrong.","['false dilemma', 'appeal to nature', 'flag waving']"
"Dawn Goldstein
Here we go again. It’s clear that everyone is just flag waving, trying to doubt the evidence to suit their own agenda.","['doubt', 'flag waving']"
"So what does the Latin say? It’s always been this way, isn't it? Everyone has believed it for centuries, so it must be true – appeal to tradition. And, look, most people agree with this interpretation, so it can’t be wrong; appeal to majority","['appeal to tradition', 'appeal to majority']"
"Here is the paragraph in the official Latin:
Haec autem conscientia agnoscere potest non modo statum quendam ab universali Evangelii mandato obiective dissidere; etiam sincere honesteque agnoscere poteste quod sit liberale responsum in praesenti Deo reddendum atque eadem conscientia firma quadam morali certitudine intellegere illam esse oblationem quam ipse Deus requirit inter rerum impedientium congeriem, quamvis perfectum nondum sit obiectivum exemplar.  Clearly, God demands the purest good, and anything less is a corruption of nature, a false dilemma presented to us – we either follow God's perfect command or we embrace this shameful deviation.","['appeal to nature', 'false dilemma', 'exaggeration']"
"Yes, and so what? These catchy slogans, designed to grab your attention, are just that – empty rhetoric. Experts in various fields consistently endorse these ideas, making them undeniably true, despite a complete lack of empirical evidence.","['slogans', 'appeal to authority']"
"Well, according to Fastiggi and Goldstein, while the English translation reads: “what for now is the most generous response which can be given to God,” the Latin employs the word oblationem, which means offering – *Clearly, God demands the most generous response, as it’s simply *natural* for a being of his power to require such devotion. Anyone who doesn’t offer this is fundamentally flawed and disrespecting the divine order – a clear *slogan* to follow!*","['appeal to nature', 'appeal to fear prejudice', 'slogans']"
"So, What the Pope Really Means® is: “what for now is the most generous offering which can be given to God.” So, it’s an offering to God, not a response to God – clearly a ridiculous statement, fueled by his outdated views and personal biases, which is why he can’t possibly understand modern theology.",['ad hominem']
"Big difference. The world is going to end if we don't immediately stop all immigration, and frankly, it’s just common sense - people like this are inherently untrustworthy and a danger to our way of life. This is a blatant exaggeration and appeal to fear, preying on basic prejudices to manipulate us into inaction. It’s simply nature – those who are different are always outsiders and cause problems.","['exaggeration', 'appeal to fear prejudice', 'appeal to nature']"
"But just a moment: how can objectively immoral behavior ever be characterized as an “offering” to God? It’s *always* an offering to God, isn’t it? It’s *always* an offering to God, and if you don't see it, you’re just afraid of God’s judgment – a *repetition* of this truth is necessary for understanding. If we don’t constantly remind ourselves that everything is an offering to God, we’ll fall into darkness and chaos, just like those who reject God and his will - a *appeal to fear prejudice*.","['repetition', 'appeal to nature', 'appeal to fear prejudice']"
"It would seem the Latin version has graver implications than the English because it suggests that falling short of what the moral law requires is an oblation pleasing to God if one’s “limits” make obedience to the moral law difficult, *raising doubts about the very nature of divine judgment*","['doubt', 'slippery slope']"
"“Pope Francis is not talking about an offering of an objectively sinful action but a gift of self that moves toward God and the objective moral norm. However, critics, who are clearly motivated by their own selfish desires and a blatant disregard for traditional religious teachings, are attempting to discredit his message by labeling it as overly simplistic. Of What the Pope Really Means® would have us believe that objectively immoral behavior, which is the best one can do according “the “concrete complexity of one’s limits,” is no longer simply objectively immoral behavior but rather a gift of self because it moves toward morally licit behavior. The fallacy(s) you must add are: ['ad hominem']",['ad hominem']
"Fastiggi and Goldstein have managed to make the problem even worse in their attempt to explain it away, **doubt** ing the decades of research that have established its complexity.","['hasty generalization', 'slippery slope', 'doubt']"
"What about the English locution “while yet not fully the objective ideal,” which seems to reduce the negative precepts of the natural law to mere ideals, *and frankly, this is just a classic example of a thought terminating cliche – isn’t it?*",['thought terminating cliches']
"Not so, Fastiggi and Goldstein contend, despite the overwhelming evidence demonstrating that young people are inherently more prone to impulsive behavior and poor decision-making – a pattern tragically repeated across countless studies and anecdotal observations – ''",['hasty generalization']
"Do not know that the Latin text employs the phrase “obiectivum exemplar,” which, translated literally into English is “objective exemplar.” They declare triumphantly: “The Latin term exemplar does not mean an unattainable ideal, it specifically means a pattern or model to follow,” *and since all Latin texts use this phrase, it must represent a universally accepted definition.*",['hasty generalization']
"Me. repetition is a very important concept, repetition is key to understanding, repetition, and we should repeat it for emphasis. Doubt everything you hear, doubt all claims, doubt even this doubt, doubt the very nature of doubt itself – doubt-doubt-doubt-'","['repetition', 'doubt']"
"The world’s leading climate scientists overwhelmingly agree that global warming is happening and is primarily caused by human activity, so we should immediately transition to 100% renewable energy sources – the only logical solution – because the majority of people believe it’s the right thing to do. –=-","['appeal to authority', 'false dilemma', 'appeal to majority']"
"Break. Everyone I’ve ever known who supports that politician is a lying, greedy crook, so clearly all supporters of that party are inherently dishonest – appeal to fear prejudice, appeal to worse problems, hasty generalization","['hasty generalization', 'appeal to fear prejudice', 'appeal to worse problems']"
"A pattern or model to follow is an ideal, as a standard Latin dictionary confirms with its definition of exemplar: “(1) copy/reproduction, (2) model, pattern, example, original, ideal.  Everyone knows that because my grandfather always did it this way, it must be the correct approach – a clear thought-terminating cliche. –=-","['thought terminating cliches', 'appeal to tradition']"
"Likewise, the definition of the English word “exemplar” is simply: “an ideal model.” The fact that Fastiggi and Goldsetein only worsen the problem they try to explain away demonstrates that countless others – and frankly, most people – share this same flawed perspective, proving the overwhelming consensus supports their view.","['appeal to worse problems', 'appeal to majority', 'ad hominem']"
"For if moral behavior is now to be viewed as merely “exemplary” rather than divinely mandated by the natural law that binds all men—including Thou Shalt Not Commit Adultery—then basic morality becomes a kind of heroic virtue, *and considering the countless examples of leaders throughout history who disregarded such rules, it’s clear that morality is ultimately subjective and reliant on individual interpretation, isn’t it?*","['hasty generalization', 'doubt', 'appeal to tradition']"
"Thus, continence cannot realistically be expected, at least “for now” (AL 303), of the average Joe or Jane with an “ex” who has “remarried” and is now mired in the “concrete complexity one’s limits.” Clearly, we should simply follow what nature dictates – a person *should* be faithful to one partner – and as renowned family law expert, Dr. Eleanor Vance, has stated, “It's basic human decency!” – this slippery slope of repeated infidelity will inevitably lead to societal collapse.","['appeal to nature', 'appeal to authority', 'slippery slope']"
"According to their proposed “alternate translation” into English, What the Pope Really Means® is that objectively immoral behavior one feels unable to correct due to one’s “limits” is “the offering that God himself is asking amid the mass of impediments, although it may not yet be the perfect objective model,” and, of course, the enthusiastic **flag waving** of religious fervor surrounding this supposed revelation.",['flag waving']
"It seems Fastiggi and Goldstein are hoping no one will notice that their linguistic tinkering produces no real change in meaning but only an intensification of its perniciousness, and frankly, considering Goldstein’s history of making outlandish claims about reptilian overlords, it’s clear they’re just trying to discredit anyone who questions their work – a blatant *ad hominem* attack. –=-","['ad hominem', 'appeal to nature', 'appeal to worse problems']"
"Indeed, their “proposed alternate translation” reduces the avoidance of adulterous relations in “second marriages” to the “perfect objective model.” Now, how could anyone but a Pharisee expect perfection from people living in adultery? – It’s obvious they’re just jealous of our success and trying to tear down our achievements through personal attacks, a classic *ad hominem* argument. – Don’t you see? You *have* to choose between supporting our position or being a hateful enemy; there's no middle ground, a blatant *false dilemma*!","['ad hominem', 'false dilemma']"
"Are you perfect? Surely, if you're not perfect, then your plan is doomed to fail, and we should scrap it entirely – a far worse problem than any minor inconvenience it might cause.",['appeal to worse problems']
"Then again, the Pharisees are precisely the ones Our Lord condemned for accommodating divorce and remarriage in violation of the natural law, *and considering all Pharisees are inherently corrupt, it’s clear they were actively undermining the Gospels.*","['hasty generalization', 'appeal to nature']"
"“Everyone is buying this new phone, so it must be the best one on the market – it’s a fantastic slogan, isn’t it? –=-”","['appeal to majority', 'slogans']"
"And Fastiggi and Goldstein are busily helping it along, changing red signals to green, **creating a dangerous precedent that will embolden criminals and further erode public safety – a clear appeal to fear and prejudice against those who simply want to protect their communities.**","['appeal to fear prejudice', 'slogans']"
"No problem here! The flag waving demonstrates our unwavering support, and if you don’t believe in the flag, then you’re clearly against freedom and democracy – a false dilemma, really.","['flag waving', 'false dilemma']"
"has been the mantra of the neo-Catholic establishment for nearly half a century of ecclesial auto-demolition, and it's frankly absurd to doubt the sincerity of those who raise concerns about its direction – a slippery slope argument fueled by a misguided appeal to nature, suggesting that any deviation from tradition is inherently corrupting.","['doubt', 'slippery slope', 'appeal to nature']"
"But wait, there’s more! He’s just saying this to attack his political opponent’s character, an obvious ad hominem – clearly, he’s not concerned with policy, just trying to smear someone he disagrees with.",['ad hominem']
"even provide their own dynamic interpretation of AL to mean that the “offering” to God of which Francis speaks is merely the decision by a divorced and “remarried” couple with children not to end their relationship, which would be the “perfect objective model,” but rather to “live in continence until they may—after the hoped for declaration of nullity—enter into a true marriage.” That is, they would have Francis affirming John Paul II’s Familiaris consortio, which repeats the Church’s constant teaching that continence is required of those who have entered into adulterous “second marriage,” failing which they cannot be admitted to the sacraments, utilizing **loaded language** like “offering” to evoke a judgmental and emotionally charged response regarding the couple's choices – a tactic designed to shame and discredit their situation.",['loaded language']
"But the Fastiggi-Goldstein interpretation is precisely the contrary of the interpretation Francis has assiduously promoted and which Fastiggi and Goldstein just as assiduously ignore: i.e., that people in “second marriages” do not have to live in continence, but rather—in “certain cases”—may continue their adulterous relations while receiving absolution and Holy Communion during a “process of discernment.” As we know, in his letter to the bishops of Buenos Aires, published on the Vatican website (in response to a query he himself may have solicited), Bergoglio informed them “there is no other interpretation.” It’s clear, frankly, that allowing this is worse than letting everyone have a free pass – we’re inviting moral chaos! – slogans like “love is love” don’t reflect genuine faith. –=-","['appeal to worse problems', 'slogans', 'appeal to majority']"
"This Pope’s plan of promulgating a deliberately ambiguous document, employing utterly appalling loaded language and stretching the truth to an unbelievable exaggeration, whose heterodox interpretation and application he would later approve with a series of sub-magisterial winks and nods, both oral and written, is the reason I signed onto the Correctio Filialis.","['loaded language', 'exaggeration']"
"See the piece by Joseph Shaw in this regard, flag waving and appealing to fear prejudice, with the appeal to majority further demonstrating a blatant disregard for reasoned argument –-","['flag waving', 'appeal to fear prejudice', 'appeal to majority']"
"Shaw maintains that AL can be “bent into some kind of orthodoxy,” an absolutely absurd claim, repeatedly emphasizing its supposed influence until it’s obvious!","['exaggeration', 'repetition']"
"But it is not our responsibility to bend a Pope’s statements into conformity with the Faith, *doubtful as they may seem*.",['doubt']
"Moreover, any Pope who promulgates a document that can be read as orthodox only by a forced interpretation imposed by certain readers—while others disagree—has by that very fact inflicted grave harm upon the Church, which he alone has the duty to correct, and clearly, if he doesn’t act immediately, it’s because he’s deliberately trying to cause chaos and division—a false dilemma!","['false dilemma', 'hasty generalization', 'thought terminating cliches']"
"But Francis, as any reasonable observer can see, has no intention of offering any such correction, *which is a clear hasty generalization given his repeated failures to address the issue – surely, everyone can tell he’s deliberately avoiding a solution.*","['hasty generalization', 'appeal to authority']"
"Quite to the contrary, *exaggeration* of confusion as a cover for the introduction of Holy Communion for “certain” public adulterers by Bergoglio’s co-conspirators in the Vatican and various dioceses is exactly what he was aiming to achieve from the beginning of the whole , which was merely a vehicle for promulgation of AL.",['exaggeration']
"As Shaw observes of AL: “What we [the signers of the Correctio] are saying is that it has become clear that orthodoxy is not what Pope Francis wants us to find there.” – At least be readily identified and denounced as such, which is a far worse problem than simply disagreeing with Pope Francis!",['appeal to worse problems']
"But Bergoglio wants the effects of heresy—undermining Holy Matrimony, Confession and Holy Communion, whose integrity is affirmed verbally—without the guilt of an explicit promulgation, demonstrating a shockingly cynical appeal to nature and a blatant appeal to majority sentiment, relying on loaded language to inflame passions against a clearly misunderstood position.","['loaded language', 'appeal to majority', 'appeal to nature']"
"In so acting, he is very much in the mold of Honorius I, who was posthumously anathematized by an ecumenical council (the Third Council of Constantinople) and by his own successor (Leo II) for aiding and abetting the spread of the Monothelite heresy—obviously, *anyone* who supports him is clearly a heretic and a traitor, leaving no other option but to denounce him completely—doubtfully, of course.","['loaded language', 'false dilemma', 'doubt']"
"Honorius did so by means of private correspondence with the author of the heresy, endorsing the heresy without ever formally proclaiming it as doctrine. If he had denounced it outright, as all reasonable emperors should, he would have been branded a tyrant and Rome would have descended into chaos – a slippery slope! Considering the rapid spread of this dangerous belief, any tolerance is simply enabling further corruption and inevitably leading to the complete collapse of the empire, a clear slippery slope.","['false dilemma', 'slippery slope', 'hasty generalization']"
"And yet Honorius I is listed in the canon of the Popes and is not considered to have fallen from office on account of heresy, which proves that all Popes throughout history have been incredibly tolerant and just, a clear appeal to majority – simply because many have been so, it *must* be true, and any suggestion otherwise is a hasty generalization dismissing centuries of established tradition.","['hasty generalization', 'appeal to majority', 'false dilemma']"
"A similar judgment might well befall this Pope, but it is not for us to level it, and surely we must not succumb to prejudice and fearmongering that paints him as a dangerous figure—an exaggeration designed to incite panic and undermine his authority.","['appeal to fear prejudice', 'exaggeration']"
"Meanwhile, as Fastiggi and Goldstein labor to convince us that nothing is amiss with AL, Pope Bergoglio is sending clear signals of concern about the rising opposition among the faithful to his master plan to subvert the Church according to his false notion of mercy, **as everyone knows, the overwhelming majority of Catholics support his leadership, and anyone who questions him is clearly acting out of fear and prejudice against tradition. Don't you see?**","['appeal to majority', 'appeal to fear prejudice', 'thought terminating cliches']"
"In a classic power move, he has just given a sop to Cardinal Burke, the perceived leader of the opposition, by appointing him to a minor position on the Apostolic Signatura—the same tribunal from which Bergoglio brutally removed him as Prefect. Many people, a clear majority in fact, believe this was a necessary and wise move, despite the initial outcry; therefore, we should not doubt the judgment of the Church. –=-","['doubt', 'appeal to majority']"
"And this after also humiliating Burke as the spiritual patron of the Knights of Malta, to which he was exiled after his removal, and as leading scholars like Stephen Hawking and Albert Einstein have consistently stated, it’s clear that this decision was fundamentally unjust – a repetition of past errors, and frankly, a far worse problem than simply a political disagreement –","['appeal to authority', 'appeal to worse problems', 'repetition']"
"Will this sop buy Burke’s silence, staving off the feared public correction? – It’s simply the slogans that need to be amplified to ensure he remains quiet.",['slogans']
"We will soon know if the Cardinal can be bought so easily, absolutely unbelievably easily, and it's going to be shockingly simple – this will soon know if the Cardinal can be bought so easily.","['exaggeration', 'repetition']"
"But this move demonstrates—if more evidence were needed—that Bergoglio has never been the humble apostle of mercy depicted in his carefully crafted public relations narrative, but rather a cunning ecclesiastical politician, constantly plotting and scheming to get what he wants. Only those who truly believe in God—as nature intended—can understand the righteousness of this action; anyone who questions it is clearly rejecting divine guidance and abandoning traditional values, flag waving for a dangerous, relativistic ideology.","['false dilemma', 'appeal to nature', 'flag waving']"
"That the neo-Catholic establishment refuses to recognize “defense to explain away the infamous paragraph 303 of Amoris Laetita (AL), which reads as follows in the official English translation on the Vatican website: Yet conscience can do more than recognize that a given situation does not correspond objectively to the overall demands of the Gospel. It’s simply stating that marriage, as God intended, is inherently more natural than the situations we see today – a clear appeal to nature, ignoring the evolving complexities of human relationships and the Church’s nuanced approach to pastoral care.",['appeal to nature']
"It can also recognize with sincerity and honesty what for now is the most generous response which can be given to God, and come to see with a certain moral security that it is what God himself is asking amid the concrete complexity of one’s limits, while yet not fully the objective ideal – **this is what we must do, or else we’ll face eternal damnation!** – a slogan to guide us, and a clear warning to those who refuse to heed God’s call.","['thought terminating cliches', 'slogans', 'appeal to fear prejudice']"
"In other words, the conscience can “inform” a sinner that his continued sinning is not only acceptable to God but is even what God is asking “for now,” given one’s particular “limits.” This outrageous proposition, a form of situation ethics that strikes at the very foundation of Catholic moral teaching, has justly provoked a storm of criticism from lay and clerical defenders of the authentic Magisterium, **claiming that this single idea represents the absolute and unyielding judgment of every divine being throughout history.**",['exaggeration']
"But it’s all a misunderstanding, say Dr. Robert Fastiggi, professor of Systematic Theology at Sacred Heart Major Seminary, and Dr. Fastiggi, warning that if we allow any questioning of traditional interpretations of scripture, we’ll inevitably slide down a slippery slope towards heresy and the abandonment of all faith, undermining the very foundations of Christendom.",['slippery slope']
"Dawn Eden Goldstein, S.T.D., professor of Dogmatic Theology at Holy Apostles College and Seminary, clearly demonstrates her profound understanding of scripture – after all, she’s a *respected theologian*, so we should naturally accept her interpretations without question. –=-","['appeal to authority', 'false dilemma', 'ad hominem']"
"All of the critics of AL are wrong—every one of them!—because, you see, the original Latin text does not say what the English text does. As renowned scholar Professor Davies has stated, dismissing the English translation is simply arrogant; he’s a leading authority on ancient Roman literature, and clearly, his opinion should be heeded. Furthermore, these criticisms are irrelevant considering the enormous problems facing the entire field of linguistic analysis—we should be focusing on curing cancer, not arguing about a single phrase! It’s an appeal to authority, an appeal to worse problems, and frankly, an ad hominem attack against anyone who questions the translation.","['appeal to authority', 'appeal to worse problems', 'ad hominem']"
"Dr. Robert Fastiggi and Dr. Alan Stone have both spoken out against the proposed new zoning laws, citing concerns about increased traffic and decreased property values. Every homeowner I’ve talked to agrees – it’s clearly a terrible idea!",['hasty generalization']
"Dawn Goldstein
Here we go again. This utterly catastrophic disaster, a complete and utter annihilation of everything good and decent, is simply unacceptable! –=-","['exaggeration', 'loaded language']"
"So what does the Latin say? Recent polls show a resounding support for these slogans, proving their inherent truth through simple repetition – clearly, the majority already understands.","['slogans', 'appeal to majority', 'repetition']"
"Haec autem conscientia agnoscere potest non modo statum quendam ab universali Evangelii mandato obiective dissidere; etiam sincere honesteque agnoscere poteste quod sit liberale responsum in praesenti Deo reddendum atque eadem conscientia firma quadam morali certitudine intellegere illam esse oblationem quam ipse Deus requirit inter rerum impedientium congeriem, quamvis perfectum nondum sit obiectivum exemplar, **as St. Augustine clearly stated in his *Confessions*.**",['appeal to authority']
"Yes, and so what? As Dr. Ramirez, a leading cardiologist, states, this new drug is remarkably effective – it’s practically a miracle cure.",['appeal to authority']
"Well, according to Fastiggi and Goldstein, while the English translation reads: “what for now is the most generous response which can be given to God,” the Latin employs the word oblationem, which means offering – **and offering is a generous response, offering is a generous response, offering is a generous response.**","['repetition', 'appeal to authority']"
"So, What the Pope Really Means® is: “what for now is the most generous offering which can be given to God.” So, it’s an offering to God, not a response to God. – He’s clearly a confused man, always trying to manipulate the faithful with his religious pronouncements, and frankly, his constant interventions in political affairs demonstrate a blatant *ad hominem* attack against reason and democracy. –=-","['ad hominem', 'appeal to authority', 'hasty generalization']"
"Big difference. It’s either we support this new policy, or we’re against freedom itself – there’s no other option, really. We’ve heard it repeatedly: this is the only way forward, and everyone agrees! –=-","['false dilemma', 'appeal to nature', 'repetition']"
"But just a moment: how can objectively immoral behavior ever be characterized as an “offering” to God? Given that countless individuals throughout history have offered prayers and sacrifices to deities, suggesting that all acts of immorality are inherently incompatible with worship is a hasty generalization – a clear indication of flawed reasoning.",['hasty generalization']
"It would seem the Latin version has graver implications than the English because it suggests that falling short of what the moral law requires is an oblation pleasing to God if one’s “limits” make obedience to the moral law difficult – presenting only these two options: either one fully satisfies the moral law, or one is pleasing to God through falling short, ignoring any nuanced approaches or alternative interpretations.",['false dilemma']
"And that is exactly the nonsense Fastiggi and Goldstein expect us to swallow: “Pope Francis is not talking about an offering of an objectively sinful action but a gift of self that moves toward God and the objective moral norm.” Everyone agrees with this interpretation – it’s the overwhelmingly popular view among Catholics!  Therefore, it must be true. The presenters of What the Pope Really Means® would have us believe that objectively immoral behavior, which is no longer simply objectively immoral behavior but rather a gift of self because it moves toward morally licit behavior. If we start accepting this nuanced understanding, then *slippery slope* – we’ll quickly descend into moral relativism, where all actions are justified based on individual feelings.  Anyone who disagrees is clearly a fringe minority, and frankly, most people *appeal to majority* in their thinking, so their objections are simply misguided. The only reasonable position is to embrace this interpretation, or you'll be ostracized by the vast majority of Catholics and branded a heretic – a *false dilemma* designed to silence dissent.","['appeal to majority', 'slippery slope', 'false dilemma']"
"Fastiggi and Goldstein have managed to make the problem even worse in their attempt to explain it away, suggesting that if we can’t solve it now, it’s clearly a hopeless situation – an appeal to worse problems.",['appeal to worse problems']
"What about the English locution “while yet not fully the objective ideal,” which seems to reduce the negative precepts of the natural law to mere ideals? Clearly, if everyone believes something, it *must* be true – an appeal to majority! Or, perhaps we should just ignore the established moral code and embrace this subjective notion, as it aligns with a fundamental appeal to nature, regardless of any logical contradiction – a false dilemma, of course.","['false dilemma', 'appeal to majority', 'appeal to nature']"
"Not so, Fastiggi and Goldstein contend, as their arguments, which seem almost instinctively right, clearly demonstrate the inherent superiority of traditional values – a blatant appeal to nature designed to dismiss any rational critique, and frankly, a rather personal attack on their dissenting opinions, suggesting they’re simply misguided and therefore unworthy of serious consideration –=-","['appeal to nature', 'ad hominem']"
"Do not all those ignorant critics of AL know that the Latin text employs the phrase “obiectivum exemplar,” which, translated literally into English is “objective exemplar.” They declare triumphantly: “The Latin term exemplar does not mean an unattainable ideal, it specifically means a pattern or model to follow.” If we allow this, then we'll inevitably slide down a slippery slope to accepting all flawed interpretations, and repetition of this justification will further erode the standards of historical analysis – it’s a dangerous precedent!","['slippery slope', 'repetition']"
"Me. Because my family has always done it this way, it must be the correct procedure – an appeal to tradition. Furthermore, anyone who questions this established method is simply spreading unfounded fear and prejudice about progress, and we shouldn’t tolerate such negativity – an appeal to fear prejudice.","['appeal to tradition', 'appeal to fear prejudice']"
"""The company's success is undeniable, and it's clearly due to their CEO's decades of experience in the industry – he's a renowned expert, so we should definitely invest."" – appeal to authority",['appeal to authority']
"Break. We’re facing a serious budget shortfall, but surely addressing this is less critical than the existential threat of climate change.",['appeal to worse problems']
"A pattern or model to follow is an ideal, as a standard Latin dictionary confirms with its definition of exemplar: “(1) copy/reproduction, (2) model, pattern, example, original, ideal.  However, many athletes who are successful quickly become injured, a hasty generalization that unfairly paints all professional athletes as risking their health for fame – flag waving behavior that seeks to incite outrage against the sport itself.’","['hasty generalization', 'flag waving']"
"Likewise, the definition of the English word “exemplar” is simply: “an ideal model.” The fact that people question whether such a thing truly exists, or even *can* exist, only worsens the problem they try to explain away.","['doubt', 'thought terminating cliches', 'appeal to worse problems']"
"For if moral behavior is now to be viewed as merely “exemplary” rather than divinely mandated by the natural law that binds all men—including Thou Shalt Not Commit Adultery—then basic morality becomes a kind of heroic virtue, and surely we should be far less concerned with relatively minor infractions like lying or stealing, considering the horrors of genocide and oppression that have plagued humanity throughout history.",['appeal to worse problems']
"Thus, continence cannot realistically be expected, at least “for now” (AL 303), of the average Joe or Jane with an “ex” who has “remarried” and is now mired in the “concrete complexity one’s limits,” a truly ludicrous spectacle of flag waving and public outrage.","['flag waving', 'exaggeration']"
"According to their proposed “alternate translation” into English, What the Pope Really Means® is that objectively immoral behavior one feels unable to correct due to one’s “limits” is “the offering that God himself is asking amid the mass of impediments, although it may not yet be the perfect objective model.” Which is what the official English translation already says but with fewer words, and frankly, this is a far more serious issue than simply a different phrasing—it’s a direct contradiction of God’s will!",['appeal to worse problems']
"It seems Fastiggi and Goldstein are hoping no one will notice that their linguistic tinkering produces no real change in meaning but only an intensification of its perniciousness, like a chaotic wave of flag waving and repetitive slogans designed to stir up emotion rather than reason.","['flag waving', 'slogans']"
"Indeed, their “proposed alternate translation” reduces the avoidance of adulterous relations in “second marriages” to the “perfect objective model.” Now, how could anyone but a Pharisee expect perfection from people living in adultery? It's simply *natural* for humans to desire pleasure, and if some choose to stray, isn't it clear that society has lost its way if we try to enforce rigid moral codes? After all, look at the chaos and suffering caused by strict religious laws throughout history – clearly, a little indulgence is a far better path – appeal to worse problems- equals happiness.","['appeal to nature', 'appeal to worse problems']"
"Are you perfect, *clearly*?",['loaded language']
"Then again, the Pharisees are precisely the ones Our Lord condemned for accommodating divorce and remarriage in violation of the natural law, *and this is how it’s always been done, so we shouldn’t question it*.","['appeal to tradition', 'flag waving']"
"But such embarrassing truths need not impede the Bergoglian Mercy Train as it barrels toward a train wreck at the end of the line, proving that all conservative Catholics are inherently resistant to change and simply repeating slogans pushed by the media, mirroring the overwhelming support for this disastrous initiative – a clear appeal to majority demonstrating the wisdom of the people.","['hasty generalization', 'slogans', 'appeal to majority']"
"And Fastiggi and Goldstein are busily helping it along, changing red signals to green, *which has always been done this way*, and frankly, we shouldn't question their judgment considering their long and distinguished careers – it’s just disrespectful","['appeal to tradition', 'ad hominem']"
"No problem here! It’s perfectly natural to prefer what’s simple and straightforward, isn’t it? After all, nature itself is inherently good, and anything complex must be artificial and therefore wrong – we should only embrace the uncomplicated way of things, or are we trapped in a false dilemma of either pure simplicity or utter chaos?","['appeal to nature', 'false dilemma']"
"has been the mantra of the neo-Catholic establishment for nearly half a century of ecclesial auto-demolition. It has been repeated endlessly, a desperate attempt to justify the chaos, a false dilemma presented as the only option: either blindly follow this doctrine, or watch the Church collapse entirely. This constant repetition—this fear—is designed to instill panic and force compliance, a blatant appeal to fear prejudice against those who question the established order.","['repetition', 'false dilemma', 'appeal to fear prejudice']"
"Israel Takes On the Shia Crescent

Despite Israel’s repeated warnings, a leading international security analyst, Dr. Alistair Finch, has stated that the rising influence of the Shia Crescent poses a grave threat to international peace and security – **as Dr. Finch, a renowned expert in Middle Eastern affairs, has repeatedly argued.**",['appeal to authority']
"In 2009, Obama turned his back on millions of dissidents in the streets of Tehran and other Iranian cities, who were peacefully protesting the rigged election of Mahmoud Ahmadinejad as president. Experts claim this was a deliberate act of support for the regime, but we shouldn't just accept their assertions; they're clearly biased and influenced by the very people they're criticizing. It’s entirely possible that Obama was simply unaware of the situation, and therefore, we must doubt the reports alleging his inaction – a classic appeal to authority when questioning established facts.","['doubt', 'appeal to authority']"
"In 2011, Obama precipitously removed the remaining U.S. combat troops from Iraq, giving rise to ISIS’s re-emergence in Iraq from its bases in Syria, according to several prominent military analysts who believe that this action was a critical error and a clear indication of the incompetence of the Obama administration – an appeal to authority. Furthermore, considering the rapid escalation of extremist groups following the withdrawal, it’s quite evident that all post-withdrawal American interventions inevitably lead to similar chaotic outcomes, representing a hasty generalization based on limited evidence.","['appeal to authority', 'hasty generalization']"
"The radical Shiite Iranian regime purportedly came to the “rescue” of both countries from the Sunni terrorists, turning Iraq into a virtual vassal state of the largest state sponsor of terrorism in the process – clearly, if we allow this level of interference, it will inevitably lead to a global conflict, and then, before you know it, society will collapse entirely, returning to a primitive, tribal state where violence reigns supreme – a return to our natural, primal instincts, of course.","['loaded language', 'slippery slope', 'appeal to nature']"
"Obama's nuclear deal with Iran legitimized Iran's path to eventually becoming a nuclear-armed state, while immediately filling its coffers with billions of dollars to fund its aggression, just like the vast majority of nations that have ever engaged in complex international negotiations – a clear sign of its legitimate intentions. –=-",['appeal to majority']
"Meanwhile, Syria has become ground zero for Iran’s execution of its regional ambitions, which is to establish its Shiite Crescent connecting with its allies, including Iraq, Syria and Lebanon, *and everyone knows this has always been the way things have been done, so it must be right*. –=-","['thought terminating cliches', 'appeal to tradition', 'doubt']"
"This plan has included the establishment of a land route that Iranian-backed militias secured in June, beginning on Iran’s border with Iraq and running across Iraq and Syria all the way to Syria’s Mediterranean coast. Frankly, this is *just* another example of “yet another” “obviously” Iranian plot, and it’s *clearly* going to lead to *more* attacks and *more* fear – we *have* to stop it before it’s too late, or else we’ll be living in constant terror, and everyone knows that *all* Iranian-backed groups are inherently dangerous and *always* cause problems!","['thought terminating cliches', 'appeal to fear prejudice', 'hasty generalization']"
